Sample	Bin	Site	NCBI species	GTDB taxonomy	Completeness	Contamination	Strain heterogeneity	Size (Mb)	N50 (Kb)	# genes	# tRNA	# 16S rRNA	# 23S rRNA	# 5S rRNA	dRep 95% sANI rep (cohort)	dRep 95% sANI rep (cohort plus UHGG species reps)	FastANI to closest UHGG genome	Novel compared to UHGG
bushbuckridge_67	maxbin.001	Bushbuckridge	Prevotella sp. Marseille-P4119	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900290275	99.26	0.96	0	4.24	44.987	3647	53	3	4	0	FALSE	FALSE	98.0563	FALSE
bushbuckridge_67	maxbin.004	Bushbuckridge	Lachnospiraceae bacterium	NA	99.52	1.49	0	3.16	76.171	2838	42	1	0	0	FALSE	FALSE	98.406	FALSE
bushbuckridge_68	12_sub	Bushbuckridge	Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	75.96	5.64	0	1.93	2.577	1709	9	1	0	1	FALSE	FALSE	97.9549	FALSE
bushbuckridge_68	33	Bushbuckridge	unclassified Cyanobacteria	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002102825	81.85	1.99	0	1.76	4.843	1640	20	0	0	0	TRUE	FALSE	98.9069	FALSE
bushbuckridge_68	54	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	91.68	2.07	60	1.91	4.712	1759	24	0	0	1	FALSE	FALSE	97.5584	FALSE
bushbuckridge_68	bin.19	Bushbuckridge	Unclassified	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__	95.64	0	0	1.47	36.653	1379	40	1	0	0	FALSE	FALSE	98.7366	FALSE
bushbuckridge_68	bin.21	Bushbuckridge	uncultured Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__	97.99	0	0	2.92	32.461	2789	38	1	0	1	TRUE	FALSE	97.2646	FALSE
bushbuckridge_68	bin.26	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539325	97.99	0.34	100	1.82	30.393	1662	32	0	0	0	TRUE	FALSE	97.5853	FALSE
bushbuckridge_68	maxbin.005	Bushbuckridge	Prevotella sp. UBA746	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548745	83.38	1.98	18.18	2.99	27.914	2399	27	1	6	2	FALSE	FALSE	97.9177	FALSE
bushbuckridge_69	15	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435	85.12	0	0	1.81	131.765	1532	54	1	1	2	FALSE	FALSE	98.0454	FALSE
bushbuckridge_69	18	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	91.94	1.05	0	1.58	64.673	1433	45	0	0	0	FALSE	FALSE	98.0026	FALSE
bushbuckridge_69	24	Bushbuckridge	Prevotellaceae bacterium UBA4336	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900543815	94.95	0.93	0	2.96	22.87	2238	35	0	0	0	TRUE	FALSE	97.8839	FALSE
bushbuckridge_69	40	Bushbuckridge	Prevotella stercorea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	96.48	0	0	2.57	47.371	2070	37	0	0	0	FALSE	FALSE	97.4998	FALSE
bushbuckridge_69	43_sub	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	95.93	0.34	0	2.19	31.469	1971	36	0	0	0	FALSE	FALSE	98.5848	FALSE
bushbuckridge_69	63	Bushbuckridge	Cyanobacteria/Melainabacteria group	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002103105	79.49	0.85	0	1.51	4.007	1358	21	0	0	0	FALSE	FALSE	98.4275	FALSE
bushbuckridge_69	7	Bushbuckridge	Bacteroides sp. CAG:770	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000435075	95.95	0.5	0	2.95	33.859	2283	38	0	0	0	TRUE	FALSE	96.9955	FALSE
bushbuckridge_69	bin.17	Bushbuckridge	Butyrivibrio crossotus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	96.31	0.67	0	1.88	13.205	1778	15	0	0	0	FALSE	FALSE	98.5499	FALSE
bushbuckridge_70	55	Bushbuckridge	Succinatimonas sp. CAG:777	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.49	125.979	2145	50	0	0	0	FALSE	FALSE	98.7974	FALSE
bushbuckridge_70	57	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900540885	94.74	0.56	0	2.6	9.436	2048	27	0	0	0	FALSE	FALSE	98.2213	FALSE
bushbuckridge_70	bin.6	Bushbuckridge	Prevotella sp. UBA630	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002300055	90.38	0.68	0	2.88	52.648	2160	35	0	0	0	FALSE	FALSE	98.4996	FALSE
bushbuckridge_70	maxbin.002_sub	Bushbuckridge	Prevotella sp. AM23-5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900556795	89.66	8.07	87.5	3.81	19.21	3009	37	0	3	2	FALSE	FALSE	97.12	FALSE
bushbuckridge_71	80	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900540885	82.94	1.32	25	2.19	4.126	1639	14	0	0	0	FALSE	FALSE	98.1529	FALSE
bushbuckridge_71	85	Bushbuckridge	Unclassified	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-484;s__CAG-484 sp900321895	86.75	0.85	0	1.62	7.209	1498	31	0	0	0	TRUE	FALSE	98.6886	FALSE
bushbuckridge_71	bin.10	Bushbuckridge	Treponema succinifaciens DSM 2489	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D succinifaciens	98.6	0.09	0	2.29	25.143	2075	38	0	0	1	TRUE	FALSE	98.8785	FALSE
bushbuckridge_71	bin.2	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	93.49	2.14	40	3.3	41.719	2549	39	0	1	1	FALSE	FALSE	98.233	FALSE
bushbuckridge_71	bin.30	Bushbuckridge	Bacteroides sp. CAG:1060	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432655	94.9	0.16	0	1.77	54.968	1513	39	0	0	0	TRUE	FALSE	97.6092	FALSE
bushbuckridge_71	maxbin.004	Bushbuckridge	Faecalibacterium sp. CAG:1138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-1138;s__CAG-1138 sp000434675	95.97	0.16	0	1.53	113.881	1307	45	0	0	0	TRUE	TRUE	98.1377	FALSE
bushbuckridge_72	1	Bushbuckridge	Treponema succinifaciens DSM 2489	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D succinifaciens	88.13	0.7	100	2.2	6.23	1996	37	0	0	0	FALSE	FALSE	98.542	FALSE
bushbuckridge_72	2	Bushbuckridge	Prevotella sp. CAG:1092	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915	94.75	0.84	0	2.74	28.232	2178	33	0	0	0	TRUE	FALSE	97.7465	FALSE
bushbuckridge_72	30	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	97.42	0.76	33.33	3	30.542	2366	39	0	0	1	FALSE	FALSE	97.5534	FALSE
bushbuckridge_72	bin.10	Bushbuckridge	Unclassified	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__	82.8	0	0	1.2	7.825	1120	28	2	1	1	FALSE	FALSE	98.8364	FALSE
bushbuckridge_73	10	Bushbuckridge	Unclassified	NA	88.31	1.32	11.11	2.56	5.704	1956	28	0	0	1	FALSE	FALSE	96.9069	FALSE
bushbuckridge_73	4	Bushbuckridge	uncultured Lachnospiraceae bacterium	NA	95.13	0.39	0	2.07	15.698	1807	26	1	0	0	TRUE	FALSE	99.3273	FALSE
bushbuckridge_73	44	Bushbuckridge	uncultured Ruminococcus sp.	NA	90.72	0.67	100	2.42	4.701	2116	19	0	0	2	FALSE	FALSE	98.3267	FALSE
bushbuckridge_73	51	Bushbuckridge	Eubacterium sp. CAG:603	NA	76.09	1.01	0	1.86	2.93	1522	11	0	0	0	FALSE	FALSE	98.855	FALSE
bushbuckridge_73	65	Bushbuckridge	Oscillospiraceae bacterium	NA	79.84	1.36	66.67	1.49	3.351	1313	18	0	0	0	FALSE	FALSE	98.226	FALSE
bushbuckridge_73	7	Bushbuckridge	Clostridium sp. CAG:169	NA	80.41	3.42	0	1.59	3.025	1541	23	0	0	1	FALSE	FALSE	97.9314	FALSE
bushbuckridge_73	bin.23_sub	Bushbuckridge	Prevotella sp. CAG:1092	NA	89.47	3.33	18.18	2.4	20.749	1888	26	0	0	0	FALSE	FALSE	97.2162	FALSE
bushbuckridge_73	bin.35	Bushbuckridge	Roseburia sp.	NA	99.52	2.43	14.29	2.74	107.684	2487	37	0	0	0	FALSE	FALSE	98.0854	FALSE
bushbuckridge_73	bin.6	Bushbuckridge	Bacteroides sp. CAG:770	NA	95.48	0.74	0	2.76	90.262	2174	42	0	0	0	FALSE	FALSE	96.7611	FALSE
bushbuckridge_73	maxbin.006	Bushbuckridge	Prevotella sp. Marseille-P4119	NA	82.3	2.04	29.41	2.61	23.855	2016	28	0	0	0	FALSE	FALSE	98.0795	FALSE
bushbuckridge_74	28	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900542795	90.36	0.07	0	2.34	5.527	1737	18	0	0	0	TRUE	FALSE	98.2565	FALSE
bushbuckridge_74	35	Bushbuckridge	Faecalibacterium prausnitzii SL3/3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	81.41	2.89	60	3.15	5.69	3101	56	0	1	1	FALSE	FALSE	97.0356	FALSE
bushbuckridge_74	36	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	97.32	0.34	0	1.83	54.122	1673	38	0	0	2	FALSE	FALSE	99.6515	FALSE
bushbuckridge_74	6	Bushbuckridge	[Eubacterium] rectale	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	91.13	0.24	0	2.42	5.399	2085	9	0	0	0	FALSE	FALSE	97.5154	FALSE
bushbuckridge_75	33	Bushbuckridge	uncultured Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900539625	97.66	0	0	2.6	30.722	1959	42	0	0	0	FALSE	FALSE	97.7589	FALSE
bushbuckridge_75	37	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.46	64.825	2149	44	0	0	0	FALSE	FALSE	98.8569	FALSE
bushbuckridge_76	15	Bushbuckridge	Bifidobacterium adolescentis L2-32	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	100	0.98	0	2.37	77.429	1981	60	0	0	1	TRUE	FALSE	98.9359	FALSE
bushbuckridge_76	17	Bushbuckridge	uncultured Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	85.47	1.4	47.06	2.66	7.131	1958	22	0	0	0	FALSE	FALSE	97.4564	FALSE
bushbuckridge_76	3	Bushbuckridge	[Eubacterium] rectale	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	93.68	1.53	20	2.49	9.576	2179	23	0	0	0	FALSE	FALSE	97.8271	FALSE
bushbuckridge_76	40	Bushbuckridge	Prevotella sp. UBA641	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002299635	96.27	0.56	0	2.81	41.735	2269	47	0	0	0	TRUE	FALSE	98.7969	FALSE
bushbuckridge_76	60	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	92.04	2.23	37.5	2.55	7.7	1947	35	0	0	0	FALSE	FALSE	97.2284	FALSE
bushbuckridge_76	67	Bushbuckridge	Dialister sp.	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	95.07	1.74	50	1.99	4.811	1699	36	0	0	0	FALSE	FALSE	96.9681	FALSE
bushbuckridge_76	bin.12	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.3	68.682	1939	46	0	0	0	FALSE	FALSE	98.9296	FALSE
bushbuckridge_76	bin.16	Bushbuckridge	Bacteroides fragilis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	99.26	0	0	4.84	67.662	3935	51	0	0	0	TRUE	FALSE	99.9383	FALSE
bushbuckridge_76	bin.30	Bushbuckridge	Eubacterium sp. CAG:202	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003438075	94.52	1.01	0	1.92	11.297	1790	25	0	0	1	FALSE	FALSE	98.1227	FALSE
bushbuckridge_76	bin.37	Bushbuckridge	Collinsella aerofaciens	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	87.7	0.81	0	1.91	11.493	1624	37	0	0	0	TRUE	TRUE	94.4343	TRUE
bushbuckridge_76	bin.6	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	77.52	0	0	1.6	82.962	1512	33	0	0	1	FALSE	FALSE	98.4789	FALSE
bushbuckridge_77	17	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp000432015	88.33	2.8	20	2.24	8.054	2301	33	0	0	1	FALSE	FALSE	99.0013	FALSE
bushbuckridge_77	18_sub	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	97.32	0	0	1.85	38.511	1709	37	0	0	2	TRUE	FALSE	98.4407	FALSE
bushbuckridge_77	2	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	97.27	0	0	2.35	175.993	2109	43	0	0	1	FALSE	FALSE	98.5727	FALSE
bushbuckridge_77	22	Bushbuckridge	Phascolarctobacterium succinatutens CAG:287	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	94.81	3.29	20	2.16	7.509	2074	42	0	0	0	FALSE	FALSE	97.1017	FALSE
bushbuckridge_77	24_sub	Bushbuckridge	Clostridium sp. CAG:780	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900553695	93.86	7.97	13.33	1.1	14.572	1153	30	1	0	2	TRUE	FALSE	98.8873	FALSE
bushbuckridge_77	63_sub	Bushbuckridge	Ruminococcus sp. AM28-29LB	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	94.3	1.45	0	1.9	6.777	1699	19	0	0	1	FALSE	FALSE	98.2985	FALSE
bushbuckridge_77	66	Bushbuckridge	Mitsuokella multacida DSM 20544	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella multacida	97.26	2.52	37.5	2.35	14.032	2099	42	0	0	0	FALSE	FALSE	98.2582	FALSE
bushbuckridge_77	bin.13	Bushbuckridge	Bacteroidales bacterium UBA1751	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__UBA1232;s__UBA1232 sp900544815	94.05	0	0	2.34	47.173	1991	31	0	0	0	TRUE	FALSE	98.1637	FALSE
bushbuckridge_77	bin.15	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-628;s__CAG-628 sp000438415	90.45	1.12	0	1.03	73.129	1052	28	1	1	1	TRUE	FALSE	98.3883	FALSE
bushbuckridge_77	bin.16_sub	Bushbuckridge	Clostridium sp. CAG:780	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000434195	77.17	1.9	0	1.33	52.593	1256	24	0	0	0	TRUE	FALSE	98.2815	FALSE
bushbuckridge_77	bin.28	Bushbuckridge	Christensenellaceae bacterium Phil1	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	98.39	0	0	2.28	52.53	2137	41	0	0	0	FALSE	FALSE	98.1519	FALSE
bushbuckridge_77	bin.8	Bushbuckridge	Dialister sp.	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	98.1	0.63	0	2.13	33.459	1788	42	0	0	0	FALSE	FALSE	96.6623	FALSE
bushbuckridge_77	maxbin.002	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.41	156.284	2069	47	1	1	0	FALSE	FALSE	98.7974	FALSE
bushbuckridge_77	maxbin.009_sub	Bushbuckridge	Mycoplasma sp. CAG:611	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-611;s__CAG-611 sp000434175	84.83	2.41	0	1.01	20.985	1027	21	0	0	1	TRUE	FALSE	98.3463	FALSE
bushbuckridge_77	maxbin.023_sub	Bushbuckridge	Candidatus Melainabacteria bacterium	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp003258725	82.91	1.71	0	1.6	8.788	1477	32	0	0	0	FALSE	FALSE	98.8058	FALSE
bushbuckridge_78	53	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	96.98	1.01	0	1.82	18.115	1668	32	0	0	1	FALSE	FALSE	98.3949	FALSE
bushbuckridge_78	54	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp003512525	82.94	1.03	33.33	2.06	3.228	1746	21	0	0	1	FALSE	FALSE	99.2001	FALSE
bushbuckridge_78	75	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	75.25	1.24	0	1.03	2.718	801	6	0	0	0	FALSE	FALSE	98.3438	FALSE
bushbuckridge_78	98	Bushbuckridge	uncultured Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900539625	95.82	0	0	2.6	25.754	1960	39	1	0	0	FALSE	FALSE	97.6524	FALSE
bushbuckridge_78	bin.12	Bushbuckridge	Butyrivibrio crossotus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	99.33	0	0	2.27	91.829	2201	36	0	0	0	FALSE	FALSE	99.2669	FALSE
bushbuckridge_78	bin.15	Bushbuckridge	Succinatimonas sp. CAG:777	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.41	64.27	2087	49	0	0	0	FALSE	FALSE	98.7966	FALSE
bushbuckridge_78	bin.44	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	92.22	2.38	60	3.31	110.011	2566	46	0	0	0	FALSE	FALSE	98.5551	FALSE
bushbuckridge_78	maxbin.012_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000434735	93.79	3.87	3.85	3.2	24.78	2518	44	2	5	0	FALSE	FALSE	97.7799	FALSE
bushbuckridge_79	15	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	94.6	1.67	25	3.37	99.782	2659	43	0	0	0	FALSE	FALSE	98.4394	FALSE
bushbuckridge_79	34	Bushbuckridge	Bacteroidales bacterium H8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	95.89	0.75	0	2.33	11.786	1910	34	0	0	0	FALSE	FALSE	98.4451	FALSE
bushbuckridge_79	50	Bushbuckridge	Methanobrevibacter smithii ATCC 35061	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	97.94	0	0	1.53	6.139	1487	24	0	0	0	TRUE	FALSE	98.6207	FALSE
bushbuckridge_79	56	Bushbuckridge	Clostridium sp. CAG:413	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	96.94	0	0	2.17	47.608	1915	31	0	0	1	FALSE	FALSE	98.5286	FALSE
bushbuckridge_79	57_sub	Bushbuckridge	Dialister sp.	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	85.28	0.71	0	1.69	3.046	1492	32	0	0	0	FALSE	FALSE	96.978	FALSE
bushbuckridge_79	8	Bushbuckridge	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900313295	89.26	0.81	50	2.1	41.364	1989	40	0	0	1	TRUE	FALSE	98.4916	FALSE
bushbuckridge_79	bin.12	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp000432015	84.09	0	0	1.87	19.718	1738	33	1	0	0	FALSE	FALSE	98.9984	FALSE
bushbuckridge_79	bin.13	Bushbuckridge	Eubacterium sp. CAG:202	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003438075	98.66	0.34	0	2.24	87.873	2124	41	0	0	2	TRUE	FALSE	98.182	FALSE
bushbuckridge_79	bin.24	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	94.07	0.92	33.33	2.46	33.252	2270	29	0	0	0	TRUE	TRUE	98.5661	FALSE
bushbuckridge_79	bin.27	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp900545805	86.24	0	0	1.87	85.805	1778	42	0	1	2	FALSE	FALSE	98.6807	FALSE
bushbuckridge_79	bin.36_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432515	93.14	1.43	33.33	2.8	30.414	2168	38	0	1	0	FALSE	FALSE	96.8364	FALSE
bushbuckridge_79	bin.5	Bushbuckridge	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	91.59	4.83	45.45	1.87	14.462	1779	25	0	0	0	FALSE	FALSE	98.6608	FALSE
