MetaCyc Pathway	bushbuckridge_1	bushbuckridge_2	bushbuckridge_3	bushbuckridge_4	bushbuckridge_5	bushbuckridge_6	bushbuckridge_7	bushbuckridge_8	bushbuckridge_9	bushbuckridge_10	bushbuckridge_11	bushbuckridge_12	bushbuckridge_13	bushbuckridge_14	bushbuckridge_15	bushbuckridge_16	bushbuckridge_17	bushbuckridge_18	bushbuckridge_19	bushbuckridge_20	bushbuckridge_21	bushbuckridge_22	bushbuckridge_23	bushbuckridge_24	bushbuckridge_25	bushbuckridge_26	bushbuckridge_27	bushbuckridge_28	bushbuckridge_29	bushbuckridge_30	bushbuckridge_31	bushbuckridge_32	bushbuckridge_33	bushbuckridge_34	bushbuckridge_35	bushbuckridge_36	bushbuckridge_37	bushbuckridge_38	bushbuckridge_39	bushbuckridge_40	bushbuckridge_41	bushbuckridge_42	bushbuckridge_43	bushbuckridge_44	bushbuckridge_45	bushbuckridge_46	bushbuckridge_47	bushbuckridge_48	bushbuckridge_49	bushbuckridge_50	bushbuckridge_51	bushbuckridge_52	bushbuckridge_53	bushbuckridge_54	bushbuckridge_55	bushbuckridge_56	bushbuckridge_57	bushbuckridge_58	bushbuckridge_59	bushbuckridge_60	bushbuckridge_61	bushbuckridge_62	bushbuckridge_63	bushbuckridge_64	bushbuckridge_65	bushbuckridge_66	bushbuckridge_67	bushbuckridge_68	bushbuckridge_69	bushbuckridge_70	bushbuckridge_71	bushbuckridge_72	bushbuckridge_73	bushbuckridge_74	bushbuckridge_75	bushbuckridge_76	bushbuckridge_77	bushbuckridge_78	bushbuckridge_79	bushbuckridge_80	bushbuckridge_81	bushbuckridge_82	bushbuckridge_83	bushbuckridge_84	bushbuckridge_85	bushbuckridge_86	bushbuckridge_87	bushbuckridge_88	bushbuckridge_89	bushbuckridge_90	bushbuckridge_91	bushbuckridge_92	bushbuckridge_93	bushbuckridge_94	bushbuckridge_95	bushbuckridge_96	bushbuckridge_97	bushbuckridge_98	bushbuckridge_99	bushbuckridge_100	bushbuckridge_101	bushbuckridge_102	bushbuckridge_103	bushbuckridge_104	bushbuckridge_105	bushbuckridge_106	bushbuckridge_107	bushbuckridge_108	bushbuckridge_109	bushbuckridge_110	bushbuckridge_111	bushbuckridge_112	bushbuckridge_113	bushbuckridge_114	bushbuckridge_115	bushbuckridge_116	bushbuckridge_117	bushbuckridge_118	soweto_1	soweto_2	soweto_3	soweto_4	soweto_5	soweto_6	soweto_7	soweto_8	soweto_9	soweto_10	soweto_11	soweto_12	soweto_13	soweto_14	soweto_15	soweto_16	soweto_17	soweto_18	soweto_19	soweto_20	soweto_21	soweto_22	soweto_23	soweto_24	soweto_25	soweto_26	soweto_27	soweto_28	soweto_29	soweto_30	soweto_31	soweto_32	soweto_33	soweto_34	soweto_35	soweto_36	soweto_37	soweto_38	soweto_39	soweto_40	soweto_41	soweto_42	soweto_43	soweto_44	soweto_45	soweto_46	soweto_47	soweto_48	soweto_49	soweto_50	soweto_51
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	14.5583	26.1929	23.6995	74.1415	34.6547	145.264	86.9136	71.5706	125.614	130.93	78.8068	82.919	45.7189	90.375	128.861	67.5191	44.7874	89.3002	188.904	33.8478	56.4449	8.94762	109.852	43.8347	129.594	18.7639	26.8873	199.805	34.7602	64.6148	33.6161	55.3186	95.9251	95.8386	49.9263	133.835	31.8074	27.029	96.4301	90.3365	194.477	51.469	88.6232	113.785	15.8102	27.8038	64.6597	134.165	82.2205	13.3941	31.9676	16.9051	68.942	89.9158	101.549	9.99267	60.6211	87.2412	58.3612	95.0114	67.3439	29.0731	28.0304	63.3175	44.1842	64.8396	95.1239	43.1835	6.14281	38.7384	233.471	41.3011	0	27.2956	12.3528	50.7942	78.1026	39.1221	58.4725	92.7943	12.6479	37.9293	34.4146	12.8901	5.15885	68.3612	34.7826	23.1757	27.3479	66.9267	18.9016	56.3934	36.3671	57.5718	50.7033	30.891	63.6229	136.117	106.336	90.0002	81.5627	32.5998	50.6297	48.5258	16.332	93.31	73.7238	215.919	208.78	34.9986	61.5145	119.175	47.54	34.6434	78.9444	62.2521	24.2898	112.08	70.5375	155.962	122.625	65.4249	131.557	29.9789	4.18961	65.5027	10.8247	106.459	88.3377	69.9219	94.8005	31.5495	100.801	21.6577	141.106	83.5584	81.8764	69.2973	66.8685	0	15.9213	223.328	128.819	44.6233	16.6091	105.749	165.051	32.3508	56.4749	113.116	13.2515	174.79	117.049	98.836	20.0968	12.82	39.2131	187.063	119.041	13.2085	63.7012	46.7292	17.9568	11.3908	99.4538	168.245	182.273	126.552	34.3787
PWY-7219: adenosine ribonucleotides de novo biosynthesis	1089.11	937.642	1206.45	1096.89	769.897	813.239	800.685	1052.03	796.149	486.17	750.411	694.928	977.64	777.736	963.293	981.907	703.768	1014.65	783.287	667.893	548.393	976.449	736.411	873.277	494.59	585.66	946.149	815.329	793.703	629.854	943.62	920.232	857.934	937.361	685.82	823.891	909.939	1010.64	670.461	698.463	655.281	738.736	757.3	597.333	617.807	1255.27	595.197	674.996	939.71	1004.96	1102.04	868.112	986.925	861.038	727.374	901.442	962.029	691.064	846.612	789.254	941.844	1080.78	783.895	886.63	874.27	772.817	555.143	898.138	863.344	1035.08	657.502	949.056	0	1079.98	1155.77	792.869	867.56	921.981	921.719	878.657	968.38	935.993	1124.12	1143.48	999.866	432.083	651.559	961.176	943.832	923.989	922.349	442.13	894.417	940.966	931.04	894.847	667.948	766.443	792.226	608.507	896.057	832.023	1022.54	739.778	988.104	744.895	926.455	1034.13	739.011	1002.44	899.056	750.022	862.875	927.008	1180.73	982.432	766.35	761.828	1017.11	697.002	465.728	962.434	807.917	570.343	1343.31	1143.75	1584.83	806.644	1133.67	977.392	563.669	922.956	773.962	876.18	817.19	705.93	942.972	838.71	548.256	972.68	850.729	640.485	827.742	555.387	516.791	606.164	548.851	1128.95	957.716	1012.81	695.906	718.844	799.566	509.021	831.281	1028.61	712.727	856.408	655.427	775.764	626.727	927.143	970.003	959.468	620.989	872.262	582.111	699.584	789.26
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	226.954	258.237	203.593	270.498	402.35	308.162	398.924	260.484	374.668	379.809	414.099	371.804	257.172	405.334	387.038	349.371	349.674	329.368	273.944	336.021	439.114	200.054	321.769	378.197	299.256	279.324	275.087	347.526	259.484	255.765	288.136	237.38	418.054	269.16	269.335	269.538	285.788	241.769	337.345	295.507	351.842	291.155	352.161	352.63	425.883	115.578	407.4	333.838	278.41	281.487	266.128	333.636	211.61	389.931	376.872	396.435	242.513	282.158	374.18	370.763	312.528	233.875	353.788	358.855	332.281	325.41	314.048	290.109	241.982	228.616	235.381	235.872	0	175.494	218.661	283.955	269.145	279.64	304.4	300.963	229.778	362.044	224.514	86.1456	304.84	336.479	344.498	234.433	244.145	291.685	277.744	315.834	258.195	299.221	236.134	267.297	396.975	416.864	259.551	319.92	287.093	325.295	199.754	363.691	310.356	353.99	271.58	394.248	414.249	216.778	293.064	260.312	263.333	469.762	177.161	239.369	323.069	355.663	292.418	366.401	450.096	288.4	372.115	252.321	160.257	335.512	285.284	399.651	153.425	301.526	396.575	283.234	262.412	307.298	315.652	312.249	297.808	280.318	384.789	277.187	336.732	288.848	455.405	260.594	389.256	387.337	332.822	244.359	182.242	281.029	270.452	219.191	254.055	338.363	300.3	352.988	345.136	352.952	384.175	221.8	368.5	248.719	246.368	272.187	362.372	361.8	296.7	333.079	364.502
PWY-7221: guanosine ribonucleotides de novo biosynthesis	789.784	704.379	912.718	815.367	632.57	761.035	615.772	752.538	698.487	390.378	638.741	525.226	686.021	588.588	846.949	720.228	621.014	786.918	596.151	685.309	473.814	848.116	598.234	793.838	481.359	496.463	710.076	749.311	679.467	549.762	720.14	681.205	709.01	808.561	552.391	678.991	688.823	889.413	647.306	622.262	565.192	583.677	700.02	589.27	606.252	1162.91	555.408	542.905	713.35	878.129	838.49	739.169	799.16	668.714	630.695	790.586	798.326	568.466	758.6	743.107	750.569	906.22	758.03	775.889	731.463	652.37	570.5	720.14	687.574	783.543	502.18	847.208	0	969.348	1051.6	648.798	656.03	741.038	699.826	675.175	768.092	734.551	806.712	1010.09	881.065	471.756	561.618	953.185	882.666	801.595	743.706	394.48	689.849	802.72	703.918	644.101	551.156	679.092	694.474	545.504	796.323	708.65	944.233	625.266	842.24	679.226	863.151	858.067	721.46	924.686	695.079	686.783	815.722	915.645	1077.89	912.874	716.716	717.579	855.147	600.19	540.362	699.453	634.251	558.489	957.746	838.778	749.898	693.316	699.676	787.443	596.226	762.133	595.636	769.882	695.728	646.436	749.904	666.318	560.924	767.608	714.435	545	752.495	613.32	550.349	587.362	542.111	928.376	881.869	679.141	696.906	510.855	594.339	400.509	779.233	802.515	635.037	710.138	586.734	680.422	566.727	761.703	746.99	800.788	620.341	677.578	520.574	640.715	778.572
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	226.954	258.237	203.593	270.498	402.35	308.162	398.924	260.484	374.668	379.809	414.099	371.804	257.172	405.334	387.038	349.371	349.674	329.368	273.944	336.021	439.114	200.054	321.769	378.197	299.256	279.324	275.087	347.526	259.484	255.765	288.136	237.38	418.054	269.16	269.335	269.538	285.788	241.769	337.345	295.507	351.842	291.155	352.161	352.63	425.883	115.578	407.4	333.838	278.41	281.487	266.128	333.636	211.61	389.931	376.872	396.435	242.513	282.158	374.18	370.763	312.528	233.875	353.788	358.855	332.281	325.41	314.048	290.109	241.982	228.616	235.381	235.872	0	175.494	218.661	283.955	269.145	279.64	304.4	300.963	229.778	362.044	224.514	86.1456	304.84	336.479	344.498	234.433	244.145	291.685	277.744	315.834	258.195	299.221	236.134	267.297	396.975	416.864	259.551	319.92	287.093	325.295	199.754	363.691	310.356	353.99	271.58	394.248	414.249	216.778	293.064	260.312	263.333	469.762	177.161	239.369	323.069	355.663	292.418	366.401	450.096	288.4	372.115	252.321	160.257	335.512	285.284	399.651	153.425	301.526	396.575	283.234	262.412	307.298	315.652	312.249	297.808	280.318	384.789	277.187	336.732	288.848	455.405	260.594	389.256	387.337	332.822	244.359	182.242	281.029	270.452	219.191	254.055	338.363	300.3	352.988	345.136	352.952	384.175	221.8	368.5	248.719	246.368	272.187	362.372	361.8	296.7	333.079	364.502
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	175.039	130.459	277.664	286.686	230.626	278.236	145.742	129.958	242.395	289.582	264.289	238.711	161.435	259.752	234.159	82.0018	233.043	254.43	217.085	455.877	251.597	312.099	185.4	207.062	214.108	246.767	183.12	287.899	286.23	160.794	251.792	319.07	222.484	313.328	290.141	263.682	192.777	251.425	268.471	256.7	256.107	167.875	326.066	392.105	283.648	149.072	350.607	175.46	326.776	200.867	147.518	173.972	125.009	206.586	208.656	233.233	171.963	193.272	306.372	197.976	220.171	269.899	392.322	329.65	268.811	326.977	408.451	276.507	289.244	181.134	299.321	372.092	0	128.277	364.132	267.149	313.425	260.327	254.341	234.792	185.311	281.446	302.548	61.2014	192.866	403.021	302.917	376.677	351.414	287.69	211.889	281.576	277.355	188.504	233.516	259.512	330.998	334.072	230.536	240.953	229.052	200.088	131.104	206.786	220.385	288.313	118.762	261.326	294.732	176.961	267.723	331.305	267.831	236.268	261.045	381.637	216.737	242.364	394.884	193.009	511.835	333.225	316.717	308.666	108.754	493.936	346.057	131.714	256.44	258.328	361.552	217.544	247.82	226.255	151.913	304.767	82.8769	272.844	336.134	128.939	373.342	264.869	131.482	344.16	444.962	452.291	413.318	391.168	259.114	119.574	260.109	313.43	337.596	281.102	238.313	500.787	240.648	255.484	269.799	279.298	449.327	251.567	233.904	412.036	194.173	249.541	336.309	312.146	232.746
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	476.917	502.36	467.27	562.273	615.533	538.488	598.053	545.794	598.805	468.235	618.44	544.581	522.158	570.846	647.142	604.434	555.794	604.429	487.594	505.097	527.633	446.171	530.819	632.102	419.858	458.81	541.196	569.128	486.349	458.754	535.483	472.369	628.821	517.952	478.619	510.768	535.193	486.741	516.698	498.272	503.257	487.76	578.145	502.984	550.351	314.645	472.525	513.693	525.377	558.048	535.425	560.95	453.762	620.202	562.314	640.798	489.164	480.648	608.59	598.054	555.796	485.842	576.068	590.347	565.424	531.922	458.499	529.501	482.344	484.94	419.168	488.706	0	417.267	484.107	494.981	507.17	513.683	558.995	546.148	494.428	629.192	473.269	224.014	579.404	419.773	531.938	503.391	509.462	543.931	515.323	406.125	508.391	545.205	464.83	498.979	561.124	603.456	495.593	488.381	526.639	555.611	424.703	567.932	563.313	563.019	516.916	676.878	600.805	455.276	532.295	484.461	518.273	700.045	416.801	497.812	528.517	576.255	576.323	539.974	441.174	538.056	583.731	427.123	398.463	610.779	631.827	609.124	408.768	563.495	519.022	542.677	492.144	559.124	526.491	518.385	558.378	530.099	495.382	517.08	589.075	477.697	632.08	415.742	488.774	526.944	470.449	509.387	405.427	542.405	476.265	448.271	488.2	438.155	533.418	634.534	530.503	589.979	546.287	446.945	523.872	485.291	508.542	553.951	519.847	599.835	456.269	517.061	569.92
PWY-7234: inosine-5'-phosphate biosynthesis III	11.254	18.3275	83.2472	6.91112	47.66	46.6799	108.07	71.8421	54.0834	116.819	88.4196	49.6478	16.987	50.8266	33.796	51.2668	6.27228	53.9857	47.2728	115.34	164.451	38.0755	50.1418	42.7385	160.031	139.683	33.1082	161.62	59.9433	126.611	23.2737	88.5519	51.6281	56.3166	91.5753	91.2626	109.934	49.0653	151.17	42.1492	191.395	105.577	73.7881	126.296	99.2349	50.3336	87.182	146.544	74.3021	26.1624	5.97624	104.874	31.2792	16.7236	132.886	67.5182	21.4228	92.8097	53.3833	17.1277	69.3102	26.7458	76.5963	87.6646	97.6425	32.81	86.8451	62.6099	54.5243	22.9991	97.7028	15.4881	0	35.846	29.2137	81.7988	41.9397	18.9233	64.0105	69.3408	19.5723	39.7858	8.28103	24.4989	21.7477	207.796	128.853	113.441	64.805	48.2656	19.1475	214.056	45.8713	35.0812	47.7903	141.701	109.195	108.53	113.587	94.0796	25.1584	79.6727	56.1231	160.627	131.147	52.7891	81.7647	58.1032	38.4541	103.528	28.5596	164.944	75.7343	56.4384	13.939	46.5748	109.316	117.014	85.4246	96.4766	83.3623	85.4238	50.5132	118.909	43.3162	69.0496	325.333	0	126.139	34.3668	439.662	70.0712	55.6613	22.4215	63.5281	154.023	37.6566	88.2086	119.299	21.3197	188.076	161.726	144.17	361.346	148.251	87.9026	173.589	32.9553	84.6803	14.098	416.422	209.263	64.0903	262.722	85.8062	45.4866	184.05	7.67343	62.7197	62.3018	201.883	71.4223	90.875	71.3813	106.017	23.7502	101.555	174.645	142.369
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.463337	0	0.138762	0	0	0	0	0	0	0	0.130929	0	0	0.248414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130097	0	0	0	0	0	0	0.137417	0.107228	0	0.233744	0	0.168759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342148	0	0	0	0	0	0	0	0	0.369086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation	0	285.759	0	295.958	130.727	0	146.613	0	169.56	0	106.635	0	0	0	0	0	0	0	158.814	148.356	210.218	0	123.105	125.646	98.1065	241.325	204.433	140.532	282.17	397.104	283.473	220.018	255.553	246.673	278.643	242.588	213.986	423.641	233.429	224.24	179.559	255.25	194.512	202.1	218.53	701.243	232.781	192.91	236.274	363.657	177.51	337.793	473.546	83.3509	97.9598	116.112	346.797	125.458	104.62	0	318.842	431.892	215.439	0	217.641	0	106.41	322.635	185.213	0	244.052	390.046	0	0	0	274.603	75.9409	301.998	177.07	146.281	321.182	108.757	188.273	0	384.155	137.524	111.5	488.935	411.29	246.889	217.158	175.834	248.494	327.281	341.832	90.6898	216.799	204.618	291.11	132.024	320.504	173.62	0	232.119	194.975	102.279	415.712	155.566	123.565	479.712	175.722	269.931	271.282	98.3612	438.284	412.015	243.94	134.024	0	167.684	0	397.967	0	273.24	0	0	0	154.341	0	0	272.619	385.171	0	135.673	0	0	0	110.434	353.441	0	255.305	0	143.172	0	118.549	411.661	0	0	0	0	0	432.086	0	185.029	133.08	307.365	191.039	94.869	0	338.52	0	0	0	0	236.759	0	130.584	0	105.606
PWY-7242: D-fructuronate degradation	82.5306	94.0001	78.1424	38.94	85.6698	96.5929	111.717	62.5599	96.5029	82.8196	118.694	138.933	72.1922	159.683	95.1679	117.557	31.7934	121.987	97.2806	114.889	165.866	60.9685	70.3789	55.4981	94.5925	131.501	50.5173	97.3321	60.4399	77.7593	74.5651	50.9622	202.704	57.3339	94.4003	57.7845	58.1169	49.2232	116.383	91.0776	168.63	84.399	85.818	127.948	155.324	42.2595	117.35	82.7981	31.6284	88.6451	91.3721	106.736	97.01	63.5212	71.4953	57.4931	72.7849	55.6639	77.1074	76.4978	88.1317	73.6275	131.222	94.5212	104.636	71.918	71.9397	104.797	61.8967	58.2174	62.663	55.3921	0	63.7097	26.3218	51.5129	20.5356	50.7772	64.2971	78.883	62.767	48.7967	39.3242	14.4778	89.4285	68.8412	67.2116	33.6147	105.237	100.064	55.8379	217.209	60.4935	70.4339	75.1269	53.3533	143.643	98.8196	63.0926	59.5472	102.295	58.5592	92.3185	133.574	59.5313	89.3569	95.2349	136.773	109.099	114.126	63.361	82.0006	64.8458	112.807	35.6414	68.2961	119.303	57.7247	139.665	87.4887	142.805	71.352	120.82	118.306	88.1141	65.4175	17.876	77.1615	50.3831	68.7586	64.7844	96.8288	45.6975	39.4591	128.902	98.6512	97.2547	48.0292	119.198	60.7617	147.459	90.5777	141.108	109.601	37.7286	80.0704	59.5895	64.5753	65.0293	162.216	85.3222	66.7463	64.2403	82.0169	41.6041	40.7971	58.56	71.2229	205.412	43.6969	122.603	57.2968	49.1102	78.9614	52.4601	138.731	76.1687	131.059	76.9323
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.77088	0	0	0	0	0.472933	1.47465	0	0	0	0	0	0	0	0	0	0	26.4872	0	0	2.60325	0	11.9548	0	0	0	0	0	9.21618	4.175	4.85899	0	0	0	0	0	0	0	0	8.14136	0	0	0	0	0	0	2.20023	0	0	0	0	3.12285	27.3421	0	0	7.80313	0	0	2.86608	0	0	3.00439	0.420398	0	0	0	0	2.36527	0	1.48459	2.77638	0	0	6.40333	0	0	0	0	1.55909	0	26.8406	0	0	0	0	0	0	11.252	0	0	0	0	0	1.12557	0	0	0	0	0	3.97619	0	10.3383	0	1.83691	0	0	0	0	0	0	10.0743	0	0	0	0	0	0	0	0	6.6152	0	0	0	0	0	0	0	0	0	0	0	0	0	58.301	0	5.68795	0	0	0	0	0	0	0	0	0	0	0	0	7.05919	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	360.24	351.911	455.186	299.664	389.967	369.381	416.115	356.772	413.008	273.75	400.285	353.312	304.377	464.958	321.56	405.181	282.767	439.039	384.78	571.695	298.274	267.869	305.657	444.801	371.612	310.342	435.152	428.157	353.353	254.868	358.9	344.562	427.423	339.358	285.355	344.816	389.29	312.01	407.616	385.834	387.341	322.981	448.719	436.651	408.673	241.608	395.529	352.28	336.083	379.303	425.72	408.857	353.478	298.002	322.852	346.737	352.938	381.89	301.893	355.478	404.688	298.98	349.263	386.482	376.317	466.168	344.328	362.92	357.918	435.462	291.483	249.641	0	278.422	191.497	383.308	409.01	367.074	438.972	407.168	336.145	430.835	369.536	168.145	382.226	325.254	328.081	285.238	330.225	374.652	363.393	324.332	370.037	433.191	367.769	415.122	366.919	456.257	321.69	345.896	402.744	348.873	314.676	416.205	367.917	285.638	346.014	529.789	423.241	346.873	457.186	319.954	339.039	439.324	410.808	229.171	375.133	466.368	289.518	284.609	368.401	297.426	399.852	359.63	245.594	230.941	173.171	449.875	239.226	415.541	408.207	352.398	422.617	389.588	380.921	431.122	412.283	332.146	386.545	343.673	353.863	376.957	406.765	369.218	344.849	429.198	395.623	203.019	230.406	298.43	397.897	298.294	335.705	335.292	460.598	270.456	426.07	396.205	378.892	309.69	369.402	272.962	329.924	290.077	390.231	376.908	361.947	346.965	324.757
PWY-7254: TCA cycle VII (acetate-producers)	0	46.1682	0	0	37.1371	14.8665	2.80754	0	43.2526	121.767	22.1941	108.827	7.05432	0	0	4.25501	15.2412	12.7318	49.5382	14.0659	143.313	14.7183	64.1783	16.7966	69.7514	170.605	16.1156	12.6021	10.4242	132.779	0	5.68201	0	2.43981	101.577	83.3709	32.666	0	45.7571	7.63973	72.3255	75.392	10.1182	23.0021	24.9077	9.17313	32.1252	117.208	23.4483	10.6265	0	14.1171	10.8615	18.0991	71.0216	19.581	12.0658	64.0103	47.0739	12.6634	13.9984	13.5905	71.9388	21.3245	48.6954	0	67.6232	7.31246	16.7789	22.5549	102.135	20.5816	0	33.3406	9.97697	21.2128	38.9723	6.95883	1.11478	34.8154	5.43022	15.006	0	0	10.5459	97.2181	81.0882	8.04157	38.6086	0	6.20675	147.281	15.3625	3.31507	10.9269	12.2048	86.416	4.7891	89.6328	82.7634	14.5289	50.5964	5.14939	46.3541	20.614	36.3193	20.3181	9.39194	19.8485	17.4041	2.6237	77.7664	0	10.0411	4.72896	46.5145	12.3594	35.1861	0	75.0379	17.5147	40.3695	0	19.5698	12.4625	28.0159	0	0	64.0659	33.8605	29.9624	38.2483	48.7531	44.0683	0	16.4158	0	35.092	0	0	0	59.583	6.17865	63.4202	51.4261	0	8.57425	6.42673	0	0	0	160.688	0	151.162	0	0	24.6635	0	25.995	0	8.07899	0	24.7272	0	13.0488	0	43.4704	0	5.87875
PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	7.01599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9272	0	0	0	0	4.59231	1.12374	0	0	0	0	0	0	0	2.63559	0	0	58.4012	0	0	2.41661	0	10.794	0	3.09847	0	0	0	9.54173	3.32089	4.67498	0	0	0	0	0	0	0	0	7.17684	0	2.40505	0	0	0	0	1.89705	0	0	0	0	3.86167	29.5166	0	0	9.28204	0	0	2.31723	0	0	2.90973	2.84234	0	0	0	0	1.89105	0	1.44956	2.83776	0	0	7.79173	0	0	0	0	1.20737	0	33.0327	0	0	0	0	0	0	14.2376	0	0	0	0	0	0.866221	0	0	0	0	0	3.83766	0	11.4942	0	8.87783	0	0	0	0	0	0	11.3031	0	0	5.28279	0	0	0	0	0	6.80053	0	0	0	0	0	0	0	0	0	0	0	0	0	65.5024	0	4.4718	0	0	0	0	0	0	0	0	0	0	0	0	7.07528	0	0
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	4.69014	1.44788	0	0	8.58698	0	0	0	0	50.7053	0	20.5173	0	0	0	0	0	0	18.3554	3.6263	58.3295	0	4.97762	3.06845	44.4374	0	0.835851	0	0	51.8509	0	0	1.75961	0	48.5019	40.2004	8.73163	0	6.73733	0	34.1826	11.2983	2.07	3.34432	0.536155	0	16.4769	35.3958	10.9336	0	0	0.427318	0	0	14.0472	0	0	26.6403	11.6911	1.60473	0.375988	0	8.82033	4.4631	8.40231	0	14.9953	1.15337	0	3.95904	42.8323	0	0	10.4933	0	0.526118	19.4807	0	0.571744	6.62808	1.89705	0	0	0	0	18.6516	18.559	3.1964	5.19825	0.283499	0	8.23962	3.7174	0	0	1.04023	24.1621	0	33.4811	22.4562	0	9.16923	0	10.5887	0	13.6185	1.2764	0	4.391	0	0.25577	21.7109	0	0	0	8.08506	1.94176	8.85625	0	15.6684	0	5.94197	0	1.48097	0	0	0	0	15.0782	3.40906	7.85754	3.53011	0	0	0	0	0	12.1107	0	0	0	12.1495	0	13.4939	13.0381	0	0	0	0	0	0	82.095	0	56.8188	0	0	1.22854	0	0	0	0	0	0	0	0	0	13.8193	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0	0.28049	0	0	0	0	0	0	0	2.84197	0	0.721833	0	0	0	0	0	0	0.195276	1.06387	0	0	0.417878	0	0.388321	0	0.216886	0	0	0	0	0	0	0	0.412447	0	3.89068	0	0.94306	0	1.62557	2.28167	0	0.432067	0.227165	0	0	0	0	0	0	0.226818	0	0	0.201658	0	0	4.16978	0.843574	0	0	0	0.141797	0.467192	3.11092	0	0	0.536213	0	0	15.1765	0	0	0	0	14.893	0	0	0	0	0.225679	0	0	0	0	0	0	1.16227	0	0	0	0.446511	0	0	0	0	0	0	0	0.397964	0	0.423833	0	0.440986	0	5.49431	0.240136	0	0.131433	12.7837	0	2.2231	0	0	0	0	0	0.859869	0	0.823872	0	0	0	0.252429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53671	0	0.937216	0.379294	0	0	0	0	0	0	5.79961	0	2.11838	0	0	0	0	1.01414	0	0	0	0.384662	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	159.17	208.497	101.771	107.227	76.5035	67.0485	182.953	127.604	128.653	151.244	114.993	180.653	40.2752	186.391	79.1697	198.831	30.6736	0	170.812	262.15	181.146	114.055	113.111	87.266	185.946	221.407	248.619	138.923	115.757	178.425	158.011	156.147	117.391	169.375	191.89	173.97	174.147	0	238.695	135.413	202.578	160.976	147.262	256.13	266.892	113.644	227.31	147.025	155.875	131.609	45.5958	79.5894	19.0577	63.4278	81.0549	53.6648	107.847	186.2	33.3256	82.2077	172.686	28.8143	148.03	197.968	180.826	237.453	146.783	94.6269	110.458	134.518	132.718	32.2975	0	83.7226	67.4342	194.401	125.488	138.545	167.674	184.914	30.7583	172.931	129.217	70.3956	123.008	200.554	200.853	137.033	166.192	139.149	174.875	294.665	205.94	66.6824	121.875	194.286	168.038	152.921	120.138	127.149	123.436	122.591	105.839	199.477	121.953	106.93	98.104	30.9609	160.435	108.442	167.089	149.41	97.7603	10.4684	62.2108	96.7804	139.27	128.8	39.243	95.4838	272.29	89.7813	112.712	245.892	19.6216	48.8635	49.6336	35.431	196.425	56.1928	266.477	84.23	187.54	128.982	110.399	191.209	214.265	112.144	339.594	0	146.857	212.569	0	148.094	200.167	299.235	303.616	66.3368	0	51.0652	101.431	218.251	127.554	211.345	139.753	115.999	260.578	239.378	158.793	127.469	210.353	120.342	148.25	37.0555	166.317	67.3523	158.019	195.556	64.4663
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8798	0	0	0	0	0	0	0	0	0	0	14.0788	6.04503	19.9131	0	0	8.53929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.719	0	0	0	0	0	0	2.66606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
