Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage
B49	bin.22	431	138	0	0	0	0	0	0	0	0	488764	0	0	0	0	0	0	0	0	138	8212	488764	3496	2898	55	93	0	o__Clostridiales (UID1212)	172	263	149	177	69	17	0	0	0	21.33	2	17.65	16	0	0	0	Clostridium_sp.	45.617	0.49	Clostridium	9.54663191233397
B49	bin.23	649	196	1	0	0	0	0	0	0	0	748215	12317	0	0	0	0	0	0	0	196	12317	748215	3789	3040	74	129	0	o__Clostridiales (UID1212)	172	263	149	159	103	1	0	0	0	35.84	0.67	100	NA	0	0	1	Ruminococcus_sp.	94.147	0.75	Ruminococcus_sp.	8.98077424269762
B49	bin.24	2060	142	79	4	1	0	0	0	0	0	2282277	1920285	283237	111595	0	0	0	0	0	142	111595	2282277	24036	12629	30	61	0	o__Clostridiales (UID1212)	172	263	149	8	253	2	0	0	0	95.75	1.01	50	32	1	0	1	Firmicutes_bacterium	91.957	2.28	Firmicutes_bacterium	23.9353724372633
B49	bin.25	1811	166	72	2	0	0	0	0	0	0	1942399	1421602	124642	0	0	0	0	0	0	166	63853	1942399	16657	9696	37	76	0	o__Clostridiales (UID1212)	172	263	149	27	213	23	0	0	0	87.02	5.24	60.87	13	0	0	1	Oscillibacter_sp.	95.473	1.94	Oscillibacter_sp.	28.1684144194885
B49	bin.26	1995	66	46	21	4	0	0	0	0	0	2562494	2419973	1719452	474673	0	0	0	0	0	66	128747	2562494	69241	40997	14	26	0	p__Bacteroidetes (UID2605)	350	316	210	22	291	3	0	0	0	91.03	1.11	0	27	0	1	1	Alistipes_sp.	98.753	2.56	Alistipes_sp.	45.1334520197901
B49	bin.27	623	189	3	0	0	0	0	0	0	0	733274	36214	0	0	0	0	0	0	0	189	13187	733274	3799	2994	67	122	0	o__Clostridiales (UID1212)	172	263	149	182	81	0	0	0	0	28.58	0	0	NA	0	0	0	Ruminococcaceae_bacterium	90.456	0.73	Ruminococcaceae_bacterium	10.1027037642137
B49	bin.28	1772	353	34	0	0	0	0	0	0	0	2067013	541174	0	0	0	0	0	0	0	353	31799	2067013	6479	4334	97	195	0	o__Clostridiales (UID1212)	172	261	147	32	228	1	0	0	0	87.97	0.68	0	4	0	0	0	Ruminococcaceae_bacterium	94.678	2.07	Ruminococcaceae_bacterium	14.2810422575959
B49	bin.29	1288	369	0	0	0	0	0	0	0	0	1313266	0	0	0	0	0	0	0	0	369	9527	1313266	3523	2931	145	248	0	k__Bacteria (UID203)	5449	104	58	78	25	1	0	0	0	33.95	1.72	100	4	0	0	0	Enterobacter_cloacae	74.903	1.31	Enterobacter_cloacae	11.0726235202922
B49	bin.3	233	73	0	0	0	0	0	0	0	0	261932	0	0	0	0	0	0	0	0	73	8829	261932	3454	2891	28	49	0	k__Bacteria (UID203)	5449	104	58	89	15	0	0	0	0	14.58	0	0	NA	0	0	0	Ruminococcaceae_bacterium	89.128	0.26	Ruminococcaceae_bacterium	8.3191438999435
B49	bin.30	3088	280	107	4	0	0	0	0	0	0	3214246	2270912	245172	0	0	0	0	0	0	280	84063	3214246	16401	8557	56	123	0	o__Clostridiales (UID1212)	172	263	149	18	240	5	0	0	0	91.99	1.72	40	18	0	0	2	Firmicutes_bacterium	77.024	3.21	Firmicutes_bacterium	24.5058561168
B49	bin.31	1545	430	3	0	0	0	0	0	0	0	1677282	37450	0	0	0	0	0	0	0	430	16195	1677282	3923	3061	155	277	0	o__Clostridiales (UID1212)	172	263	149	121	109	31	2	0	0	60.99	13.64	24.32	12	0	0	0	Clostridiales_bacterium	69.95	1.68	Clostridiales_bacterium	13.6468107330789
B49	bin.32	887	234	5	0	0	0	0	0	0	0	988672	65132	0	0	0	0	0	0	0	234	14555	988672	4329	3176	78	146	0	o__Clostridiales (UID1120)	304	247	141	139	107	1	0	0	0	48.42	0.71	0	NA	0	0	1	Clostridiales_bacterium	75.94	0.99	Clostridiales_bacterium	10.0780643125324
B49	bin.33	270	26	8	1	0	0	0	0	0	0	262427	180268	60986	0	0	0	0	0	0	26	60986	262427	16083	7818	5	10	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Oscillibacter_sp.	23.944	0.26	Oscillibacter	26.1729928703982
B49	bin.34	787	219	9	0	0	0	0	0	0	0	994479	101695	0	0	0	0	0	0	0	219	14811	994479	4531	3612	74	136	0	k__Bacteria (UID203)	5449	104	58	74	30	0	0	0	0	43.1	0	0	4	0	0	0	Eubacterium_sp.	41.583	0.99	Eubacterium	11.97989097809
B49	bin.4	1744	261	56	0	0	0	0	0	0	0	1918696	839542	0	0	0	0	0	0	0	261	29775	1918696	8822	5765	69	136	0	k__Bacteria (UID203)	5449	104	58	35	40	29	0	0	0	68.97	8.62	0	15	0	1	0	Anaerotruncus_sp.	98.789	1.92	Anaerotruncus_sp.	14.2757112121983
B49	bin.5	609	56	21	0	0	0	0	0	0	0	617157	454090	0	0	0	0	0	0	0	56	46404	617157	18290	9378	11	22	0	k__Bacteria (UID203)	5449	104	58	96	7	1	0	0	0	8.62	0.86	100	16	0	0	2	Oscillibacter_sp.	69.619	0.62	Oscillibacter_sp.	32.8800451100773
B49	bin.6	1047	217	21	0	0	0	0	0	0	0	1238603	302319	0	0	0	0	0	0	0	217	22520	1238603	6362	4245	62	123	0	o__Clostridiales (UID1120)	304	247	141	85	159	3	0	0	0	71.8	2.13	33.33	22	1	0	0	Firmicutes_bacterium	99.061	1.24	Firmicutes_bacterium	23.4389873107041
B49	bin.7	332	33	14	0	0	0	0	0	0	0	321995	220048	0	0	0	0	0	0	0	33	24428	321995	13267	8369	9	17	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Oscillibacter_sp.	21.633	0.32	Oscillibacter	25.1757014860479
B49	bin.8	1760	319	43	0	0	0	0	0	0	0	1940842	599557	0	0	0	0	0	0	0	319	27794	1940842	7031	4526	88	174	0	o__Clostridiales (UID1212)	172	263	149	103	158	2	0	0	0	69.27	1.01	0	11	1	0	1	Clostridiales_bacterium	64.244	1.94	Clostridiales_bacterium	14.0812080529997
B49	bin.9	444	145	0	0	0	0	0	0	0	0	539141	0	0	0	0	0	0	0	0	145	8798	539141	3690	3009	55	96	0	o__Clostridiales (UID1212)	172	263	149	199	64	0	0	0	0	25.77	0	0	NA	0	0	0	Ruminococcus_sp.	63.843	0.54	Ruminococcus_sp.	8.91390192917994
B50	bin.1	1347	22	20	12	3	2	0	0	0	0	1506313	1492907	1282517	627570	515751	0	0	0	0	22	261393	1506313	91407	54639	5	10	0	o__Clostridiales (UID1120)	304	250	143	16	233	1	0	0	0	92.64	0.7	0	40	1	1	1	Clostridiales_bacterium	61.105	1.51	Clostridiales_bacterium	52.1974184648211
B50	bin.10	193	62	0	0	0	0	0	0	0	0	234567	0	0	0	0	0	0	0	0	62	8624	234567	3787	2969	24	41	0	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	3.45	0	0	2	0	0	0	Prevotella_sp.	50.092	0.23	Prevotella	8.49096420212562
B50	bin.11	1180	364	2	0	0	0	0	0	0	0	1445399	23744	0	0	0	0	0	0	0	364	13656	1445399	4069	3107	132	234	0	k__Bacteria (UID203)	5449	104	58	93	11	0	0	0	0	18.97	0	0	NA	0	0	0	Bacteroides_uniformis	40.138	1.45	Bacteroides	8.99876089578033
B50	bin.12	675	194	0	0	0	0	0	0	0	0	693183	0	0	0	0	0	0	0	0	194	8870	693183	3423	2866	74	130	0	k__Bacteria (UID2982)	88	229	147	151	78	0	0	0	0	34.39	0	0	2	0	0	0	Akkermansia_muciniphila	87.876	0.69	Akkermansia_muciniphila	7.39956115484656
B50	bin.13	1181	241	14	0	0	0	0	0	0	0	1250731	174569	0	0	0	0	0	0	0	241	15629	1250731	5806	3988	75	142	0	c__Clostridia (UID1118)	387	223	124	65	156	2	0	0	0	73.54	0.67	0	4	0	0	0	Clostridia_bacterium	79.619	1.25	Clostridia_bacterium	11.7783120431172
B50	bin.14	2696	748	26	0	0	0	0	0	0	0	3408905	348250	0	0	0	0	0	0	0	748	22550	3408905	4548	3461	241	458	0	o__Bacteroidales (UID2654)	163	486	266	158	316	11	1	0	0	66.15	2.84	21.43	4	0	0	1	Bacteroides_vulgatus	61.007	3.41	Bacteroides_vulgatus	10.801093019606
B50	bin.15	365	45	10	0	0	0	0	0	0	0	375004	224666	0	0	0	0	0	0	0	45	46207	375004	12989	5264	7	19	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	3	0	0	0	Oscillibacter_sp.	45.628	0.38	Oscillibacter	17.6326119188062
B50	bin.16	1365	184	41	1	0	0	0	0	0	0	1508978	754956	82767	0	0	0	0	0	0	184	82767	1508978	10056	5887	41	90	0	o__Clostridiales (UID1212)	172	263	149	60	201	2	0	0	0	80.87	1.01	0	13	0	0	1	Oscillibacter_sp.	92.644	1.51	Oscillibacter_sp.	18.7237322214108
B50	bin.17	1647	99	49	5	1	0	0	0	0	0	1754675	1484715	422139	100023	0	0	0	0	0	99	100023	1754675	30677	16703	17	36	0	o__Clostridiales (UID1212)	172	263	149	21	240	2	0	0	0	87.92	0.69	50	24	0	0	2	Oscillibacter_sp.	89.747	1.75	Oscillibacter_sp.	24.1512245857495
B50	bin.18	196	70	0	0	0	0	0	0	0	0	230732	0	0	0	0	0	0	0	0	70	6138	230732	3252	2859	30	49	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Desulfovibrio_piger	94.954	0.23	Desulfovibrio_piger	7.82336216909661
B50	bin.19	937	267	11	0	0	0	0	0	0	0	1314706	134640	0	0	0	0	0	0	0	267	15227	1314706	5287	3768	87	160	0	k__Bacteria (UID203)	5449	104	58	80	24	0	0	0	0	37.93	0	0	2	0	0	0	Prevotellamassilia_timonensis	51.159	1.31	Prevotellamassilia	11.0996298792278
B50	bin.2	1795	126	79	2	0	0	0	0	0	0	1992677	1727544	122756	0	0	0	0	0	0	126	66480	1992677	22963	12936	30	60	0	o__Clostridiales (UID1212)	172	263	149	6	255	2	0	0	0	97.27	0.39	100	25	0	0	1	Ruminococcaceae_bacterium	99.812	1.99	Ruminococcaceae_bacterium	20.2725529526361
B50	bin.20	1385	38	30	11	5	0	0	0	0	0	1659164	1601923	1090423	666202	0	0	0	0	0	38	177510	1659164	87329	41110	7	15	0	o__Clostridiales (UID1212)	172	263	149	27	225	11	0	0	0	84.79	5.03	100	37	1	1	1	Firmicutes_bacterium	99.818	1.66	Firmicutes_bacterium	38.0416281934758
B50	bin.21	1838	147	68	4	0	0	0	0	0	0	2019027	1594059	249488	0	0	0	0	0	0	147	70006	2019027	21566	10574	27	61	0	o__Clostridiales (UID1120)	304	250	143	21	223	6	0	0	0	89.9	2.8	0	26	1	0	1	Clostridium_sp.	96.293	2.02	Clostridium_sp.	15.0518789496129
B50	bin.22	1041	273	8	0	0	0	0	0	0	0	1226421	92424	0	0	0	0	0	0	0	273	13811	1226421	4725	3413	92	168	0	o__Clostridiales (UID1212)	172	263	149	99	156	8	0	0	0	59.99	1.51	12.5	2	0	0	0	Clostridiales_bacterium	65.46	1.23	Clostridiales_bacterium	11.6101240927871
B50	bin.3	355	28	11	0	0	0	0	0	0	0	365156	288976	0	0	0	0	0	0	0	28	46466	365156	23969	16922	6	10	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	7	0	0	0	Oscillibacter_sp.	58.699	0.37	Oscillibacter	26.7157050685187
B50	bin.4	1788	264	58	0	0	0	0	0	0	0	1895506	821414	0	0	0	0	0	0	0	264	26078	1895506	8635	5585	72	142	0	k__Bacteria (UID203)	5449	104	58	11	77	16	0	0	0	86.03	2.51	18.75	23	0	0	0	Christensenellaceae_bacterium	55.154	1.9	Christensenellaceae	12.1356777557022
B50	bin.5	1740	28	23	12	7	1	0	0	0	0	1828046	1790659	1477953	1101636	294446	0	0	0	0	28	294446	1828046	102588	68115	6	11	0	o__Clostridiales (UID1120)	304	250	143	11	239	0	0	0	0	93.71	0	0	39	0	0	2	Clostridiales_bacterium	25.692	1.83	Clostridiales	142.932371504875
B50	bin.6	2495	56	50	23	10	1	0	0	0	0	3261835	3226441	2580034	1606764	281160	0	0	0	0	56	281160	3261835	99080	62851	11	21	0	p__Bacteroidetes (UID2605)	350	316	210	15	296	4	0	1	0	94.13	1.83	80	31	0	0	3	Alistipes_sp.	99.629	3.26	Alistipes_sp.	76.8764514452754
B50	bin.7	224	87	0	0	0	0	0	0	0	0	277674	0	0	0	0	0	0	0	0	87	4804	277674	3210	2777	38	61	0	k__Bacteria (UID203)	5449	100	55	96	4	0	0	0	0	7.27	0	0	NA	0	0	0	Lentisphaeria_bacterium	28.52	0.28	Lentisphaeria	7.06962121048424
B50	bin.8	509	87	8	0	0	0	0	0	0	0	500763	146925	0	0	0	0	0	0	0	87	37062	500763	6259	4018	22	47	0	k__Bacteria (UID203)	5449	102	57	101	1	0	0	0	0	0.88	0	0	NA	0	0	0	Clostridiales_bacterium	18.187	0.5	Clostridiales	13.1610162891428
B50	bin.9	161	58	1	0	0	0	0	0	0	0	200975	11775	0	0	0	0	0	0	0	58	11775	200975	3289	2804	23	39	0	k__Bacteria (UID1453)	901	171	117	148	23	0	0	0	0	5.99	0	0	NA	0	0	0	uncultured_bacterium	52.893	0.2	uncultured	7.94651076004478
B52	bin.1	840	305	3	0	0	0	0	0	0	0	1247106	35428	0	0	0	0	0	0	0	305	14945	1247106	4098	3222	110	196	0	k__Bacteria (UID203)	5449	104	58	76	28	0	0	0	0	36.99	0	0	2	0	0	0	Bacteroides_sp.	95.975	1.25	Bacteroides_sp.	8.79103299960068
B52	bin.10	840	240	7	0	0	0	0	0	0	0	1007815	87806	0	0	0	0	0	0	0	240	17510	1007815	4311	3181	82	151	0	k__Bacteria (UID203)	5449	103	57	88	14	1	0	0	0	25.44	0.88	0	6	0	0	0	Clostridium_sp.	94.182	1.01	Clostridium_sp.	7.84727355715087
B52	bin.11	4017	901	54	0	0	0	0	0	0	0	4436854	793073	0	0	0	0	0	0	0	901	35366	4436854	5022	3524	266	532	0	k__Bacteria (UID203)	5449	104	58	72	27	5	0	0	0	40.61	4.48	60	37	0	0	1	Prevotella_sp.	54.136	4.44	Prevotella	15.056513015754
B52	bin.12	816	208	4	0	0	0	0	0	0	0	960153	55412	0	0	0	0	0	0	0	208	19545	960153	4943	3618	72	128	0	k__Bacteria (UID203)	5449	104	58	67	36	1	0	0	0	55.17	1.72	0	2	0	0	0	Ruminococcaceae_bacterium	72.238	0.96	Ruminococcaceae_bacterium	9.7750046086405
B52	bin.13	1521	277	54	0	0	0	0	0	0	0	2026578	848609	0	0	0	0	0	0	0	277	33353	2026578	8447	5385	73	148	0	o__Bacteroidales (UID2657)	160	492	269	68	424	0	0	0	0	82.78	0	0	16	0	0	0	Prevotella_sp.	43.108	2.03	Prevotella	16.3904868206405
B52	bin.14	377	122	0	0	0	0	0	0	0	0	450390	0	0	0	0	0	0	0	0	122	7630	450390	3582	2984	46	81	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	6	0	0	0	Prevotella_sp.	23.522	0.45	Prevotella	7.95110903883301
B52	bin.15	1765	306	43	0	0	0	0	0	0	0	1930618	644693	0	0	0	0	0	0	0	306	37799	1930618	7485	4501	81	165	0	o__Clostridiales (UID1212)	172	263	149	51	212	0	0	0	0	77.06	0	0	3	0	0	0	Butyrivibrio_sp.	68.355	1.93	Butyrivibrio_sp.	12.6313180546333
B52	bin.16	165	74	0	0	0	0	0	0	0	0	242751	0	0	0	0	0	0	0	0	74	6926	242751	3123	2686	30	51	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	0	Bacteroides_vulgatus	42.227	0.24	Bacteroides	6.56475153552406
B52	bin.17	1564	334	41	0	0	0	0	0	0	0	2037934	542045	0	0	0	0	0	0	0	334	23787	2037934	7089	4847	98	187	0	k__Bacteria (UID203)	5449	104	58	68	34	2	0	0	0	49.45	2.07	50	2	0	0	0	Prevotella_sp.	50.749	2.04	Prevotella	12.0600078314607
B52	bin.18	1719	333	60	0	0	0	0	0	0	0	2298016	861202	0	0	0	0	0	0	0	333	39593	2298016	8044	5354	93	180	0	o__Bacteroidales (UID2716)	92	487	270	126	357	4	0	0	0	79.03	1.11	0	4	0	0	0	Prevotella_sp.	96.665	2.3	Prevotella_sp.	14.8968936682773
B52	bin.19	1461	349	27	0	0	0	0	0	0	0	1902655	380275	0	0	0	0	0	0	0	349	29163	1902655	5850	4170	104	200	0	p__Bacteroidetes (UID2605)	350	316	210	128	186	2	0	0	0	68.01	0.71	0	5	0	0	0	Bacteroides_sp.	95.944	1.9	Bacteroides_sp.	9.09221587728726
B52	bin.2	325	108	0	0	0	0	0	0	0	0	371666	0	0	0	0	0	0	0	0	108	6446	371666	3352	2897	44	74	0	k__Bacteria (UID203)	5449	102	56	88	14	0	0	0	0	18.75	0	0	2	0	0	0	Faecalibacterium_prausnitzii	86.748	0.37	Faecalibacterium_prausnitzii	10.5425301211303
B52	bin.3	1360	247	48	0	0	0	0	0	0	0	1748447	734216	0	0	0	0	0	0	0	247	47089	1748447	8453	5084	64	130	0	k__Bacteria (UID203)	5449	104	58	65	39	0	0	0	0	60.34	0	0	2	0	0	2	Prevotella_sp.	99.375	1.75	Prevotella_sp.	11.3719489352551
B52	bin.4	2659	122	92	13	0	0	0	0	0	0	2967637	2785262	814652	0	0	0	0	0	0	122	86813	2967637	35131	21638	30	57	0	f__Lachnospiraceae (UID1286)	57	420	207	39	376	5	0	0	0	97.58	1.45	0	35	0	0	0	Lachnospiraceae_bacterium	49.879	2.97	Lachnospiraceae	23.3849187080495
B52	bin.5	453	155	0	0	0	0	0	0	0	0	507115	0	0	0	0	0	0	0	0	155	6486	507115	3225	2794	65	108	0	k__Bacteria (UID203)	5449	102	56	93	9	0	0	0	0	12.66	0	0	4	0	0	0	Faecalibacterium_prausnitzii	82.205	0.51	Faecalibacterium_prausnitzii	10.4088816146239
B52	bin.6	1903	314	64	0	0	0	0	0	0	0	2198707	938766	0	0	0	0	0	0	0	314	35898	2198707	8354	5142	82	166	0	f__Lachnospiraceae (UID1286)	57	420	207	61	353	6	0	0	0	86.46	1.38	83.33	15	0	0	0	Roseburia_sp.	48.778	2.2	Roseburia	11.2704648686705
B52	bin.7	2033	161	80	5	0	0	0	0	0	0	2339296	1885740	312702	0	0	0	0	0	0	161	82502	2339296	22405	12197	32	68	0	c__Gammaproteobacteria (UID4201)	1164	271	170	21	249	1	0	0	0	98.24	0.29	0	36	0	0	0	Succinatimonas_sp.	95.626	2.34	Succinatimonas_sp.	27.0684641875162
B52	bin.8	4917	1080	135	0	0	0	0	0	0	0	6421036	1989107	0	0	0	0	0	0	0	1080	46928	6421036	6868	4228	283	582	0	k__Bacteria (UID203)	5449	104	58	53	18	19	12	2	0	67.66	78.45	88.06	36	0	0	1	Prevotella_sp.	63.651	6.42	Prevotella_sp.	18.442631375996
B52	bin.9	255	88	0	0	0	0	0	0	0	0	310083	0	0	0	0	0	0	0	0	88	6752	310083	3343	3030	36	60	0	o__Clostridiales (UID1212)	172	263	149	205	58	0	0	0	0	17.77	0	0	NA	0	0	0	Ruminococcaceae_bacterium	92.924	0.31	Ruminococcaceae_bacterium	7.4921875755846
B55	bin.1	331	112	0	0	0	0	0	0	0	0	370278	0	0	0	0	0	0	0	0	112	5805	370278	3218	2854	47	78	0	k__Bacteria (UID203)	5449	102	56	92	10	0	0	0	0	15.18	0	0	6	0	0	0	Faecalibacterium_prausnitzii	66.289	0.37	Faecalibacterium_prausnitzii	12.9960462139258
B55	bin.10	905	231	9	0	0	0	0	0	0	0	1062933	133551	0	0	0	0	0	0	0	231	26571	1062933	4765	3411	73	140	0	k__Bacteria (UID1453)	901	171	117	86	84	1	0	0	0	49.98	0.85	0	3	1	1	1	Candidatus_Melainabacteria	95.338	1.06	Candidatus_Melainabacteria	10.27289584574
B55	bin.11	2307	217	118	3	0	0	0	0	0	0	2952080	2404859	185281	0	0	0	0	0	0	217	65085	2952080	18812	11894	50	101	0	o__Bacteroidales (UID2716)	92	487	270	38	446	2	1	0	0	93.4	1.11	80	36	0	0	1	Prevotella_sp.	98.31	2.95	Prevotella_sp.	23.9065675726945
B55	bin.12	596	215	2	0	0	0	0	0	0	0	930094	41798	0	0	0	0	0	0	0	215	30996	930094	4350	3283	75	136	0	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	20.69	0	0	NA	0	0	0	Prevotella_sp.	97.112	0.93	Prevotella_sp.	10.1886475990599
B55	bin.13	1510	390	22	0	0	0	0	0	0	0	1956492	309986	0	0	0	0	0	0	0	390	39660	1956492	5198	3793	120	231	0	g__Prevotella (UID2721)	65	530	280	221	226	79	4	0	0	58.2	14.56	75.82	10	0	0	1	Prevotella_sp.	63.879	1.96	Prevotella_sp.	72.7522525009047
B55	bin.14	246	90	0	0	0	0	0	0	0	0	333255	0	0	0	0	0	0	0	0	90	8310	333255	3581	2988	34	60	0	k__Bacteria (UID203)	5449	104	58	90	14	0	0	0	0	18.97	0	0	NA	0	0	0	Prevotella_sp.	26.97	0.33	Prevotella	9.16325336454067
B55	bin.15	288	32	6	0	0	0	0	0	0	0	245512	103410	0	0	0	0	0	0	0	32	21608	245512	9533	5533	8	17	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	9	0	0	0	Prevotella_sp.	72.357	0.25	Prevotella_sp.	17.9795692267588
B55	bin.16	483	144	1	0	0	0	0	0	0	0	570743	10203	0	0	0	0	0	0	0	144	10203	570743	4081	3133	53	94	0	k__Bacteria (UID203)	5449	104	58	71	33	0	0	0	0	45.83	0	0	2	0	0	0	Alphaproteobacteria_bacterium	83.757	0.57	Alphaproteobacteria_bacterium	8.79721696104902
B55	bin.17	1356	250	51	0	0	0	0	0	0	0	1840178	802863	0	0	0	0	0	0	0	250	42050	1840178	8837	5672	64	129	0	k__Bacteria (UID203)	5449	104	58	78	26	0	0	0	0	41.38	0	0	7	0	0	0	Prevotella_sp.	59.622	1.84	Prevotella	19.6710046528108
B55	bin.18	8419	1082	256	15	2	0	0	0	0	0	9747948	5899597	1100993	242006	0	0	0	0	0	1082	136505	9747948	13787	6236	169	436	0	g__Prevotella (UID2724)	55	567	296	48	189	227	81	18	4	96.35	98.57	51.03	86	0	0	8	Prevotella_sp.	54.806	9.75	Prevotella	43.4181686237965
B55	bin.19	820	170	12	0	0	0	0	0	0	0	831844	166510	0	0	0	0	0	0	0	170	26518	831844	5273	3455	48	98	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	4	0	0	0	Prevotella_sp.	33.748	0.83	Prevotella	11.490315491847
B55	bin.2	234	90	0	0	0	0	0	0	0	0	295868	0	0	0	0	0	0	0	0	90	7609	295868	3165	2801	38	62	0	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	5.17	0	0	NA	0	0	0	Ruminococcaceae_bacterium	95.886	0.3	Ruminococcaceae_bacterium	9.54750091256912
B55	bin.3	278	82	1	0	0	0	0	0	0	0	321475	10304	0	0	0	0	0	0	0	82	10304	321475	3802	3147	30	54	0	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	13.79	0	0	2	0	0	0	Alphaproteobacteria_bacterium	96.258	0.32	Alphaproteobacteria_bacterium	8.62555408663193
B55	bin.4	210	78	1	0	0	0	0	0	0	0	324685	10960	0	0	0	0	0	0	0	78	10960	324685	4252	3320	29	51	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Prevotella_sp.	25.697	0.32	Prevotella	10.7379460092089
B55	bin.5	2237	339	77	0	0	0	0	0	0	0	2572803	1139073	0	0	0	0	0	0	0	339	33929	2572803	9193	5861	93	180	0	f__Lachnospiraceae (UID1286)	57	420	207	64	345	11	0	0	0	88.48	2.96	45.45	25	0	0	0	Lachnospiraceae_bacterium	41.646	2.57	Lachnospiraceae	13.4371345182667
B55	bin.6	1320	49	40	10	2	0	0	0	0	0	1636853	1582656	791786	268332	0	0	0	0	0	49	144582	1636853	49298	31847	11	21	0	k__Bacteria (UID203)	5449	104	58	70	33	1	0	0	0	48.28	1.72	100	21	0	0	2	uncultured_Prevotella	49.625	1.64	uncultured	52.1292687858959
B55	bin.7	1182	235	19	0	0	0	0	0	0	0	1317220	253372	0	0	0	0	0	0	0	235	20388	1317220	6242	4362	72	135	0	k__Bacteria (UID203)	5449	104	58	65	37	2	0	0	0	54.31	3.45	0	4	0	0	0	Ruminococcaceae_bacterium	90.636	1.32	Ruminococcaceae_bacterium	10.3855088747514
B55	bin.8	1550	346	48	0	0	0	0	0	0	0	2123097	611776	0	0	0	0	0	0	0	346	20370	2123097	7141	4756	101	194	0	k__Bacteria (UID203)	5449	104	58	65	39	0	0	0	0	59.8	0	0	7	0	0	0	Prevotella_sp.	71.207	2.12	Prevotella_sp.	13.5671380064123
B55	bin.9	275	77	0	0	0	0	0	0	0	0	255922	0	0	0	0	0	0	0	0	77	6688	255922	3317	2845	32	54	0	k__Bacteria (UID203)	5449	104	58	88	16	0	0	0	0	18.03	0	0	NA	0	0	0	Alphaproteobacteria_bacterium	98.896	0.26	Alphaproteobacteria_bacterium	7.47239393252632
B56	bin.1	226	69	1	0	0	0	0	0	0	0	267902	10395	0	0	0	0	0	0	0	69	10395	267902	3794	3143	26	46	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	3	0	0	0	Succinatimonas_sp.	92.082	0.27	Succinatimonas_sp.	7.67575456696852
B56	bin.10	284	81	2	0	0	0	0	0	0	0	324228	23189	0	0	0	0	0	0	0	81	12245	324228	3862	3212	30	53	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	0	Butyrivibrio_sp.	97.196	0.32	Butyrivibrio_sp.	8.72719197601688
B56	bin.11	1977	596	2	0	0	0	0	0	0	0	2191634	33787	0	0	0	0	0	0	0	596	21382	2191634	3570	2955	226	395	0	k__Bacteria (UID203)	5449	102	56	72	24	6	0	0	0	45	9.82	66.67	10	0	0	2	Faecalibacterium_prausnitzii	71.637	2.19	Faecalibacterium_prausnitzii	13.2878938727908
B56	bin.12	1289	162	48	0	0	0	0	0	0	0	1481291	837439	0	0	0	0	0	0	0	162	49692	1481291	11837	7260	39	81	0	o__Clostridiales (UID1212)	172	263	149	36	224	3	0	0	0	80.76	1.07	100	26	0	0	0	Firmicutes_bacterium	95.778	1.48	Firmicutes_bacterium	22.2929525663762
B56	bin.13	329	67	9	0	0	0	0	0	0	0	418776	117521	0	0	0	0	0	0	0	67	17001	418776	6879	5075	20	38	0	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0	0	NA	0	0	0	Prevotella_stercorea	97.659	0.42	Prevotella_stercorea	13.4191071121554
